,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Track0001,-0.22234980337806057,2.6160121769204343,1.2133334335413721,0.6488282200853527,2.2675792459381277,1.8417918915323743,-0.27992722853441676,0.5944814700070576,0.2568780389876486,0.29326753234957453,-0.028413222173603453,-0.8880568652673265,-0.720565936886285,0.2697142065316791,-0.5812062731556967,-1.1966911817876327,0.36903523137693633,-0.05402921631763842,0.13479093257579422,-0.09851356053669995,-0.048651092359080016,-0.01573840688152363,0.033508107426615474,0.2515965704974406,0.0911940602254814,0.02623886685359876,0.05306288069635442,-0.02815682618157104,0.021467986983954197,0.00899684574450762,0.0031415351084963057,-0.006328286999963453
Track0002,-0.06686873495039398,-2.1703869866426357,1.8979449001206001,-1.3954444056535777,1.304243206329361,-0.01845733082690014,0.26965453315961907,0.9983260095961071,1.0332470183367355,0.8161501415375714,0.48565355378441727,0.8161479930251689,-1.1113934976440634,-1.272625832831233,-0.26729941756792036,0.7202434729689416,-0.31862131640902164,0.08834347545100117,-0.42205742973145416,0.28302569503542313,0.40509610139321806,0.2193547441929419,0.16693111374714847,-0.2886160494043737,-0.09886722391639323,0.011612076680484432,-0.08448312318641914,-0.023804655321553223,0.01159243766390992,0.024070323952865125,0.009014988458784479,0.008913955175637811
Track0003,0.022311426688047364,-2.826617889197104,-0.2412062745467943,1.927292819602334,1.9152512548724394,-0.38088184882715626,1.926535008158654,1.5258138962759857,0.4746832218541663,-1.747644710600684,0.2578641986767704,-0.268246484770485,-0.21281220521317357,0.3406970754267992,-0.32010659269226616,-0.3897253161830998,0.4100220121494027,-0.015836026716697264,-0.11489907225387481,-0.3005049296303906,0.19713741098020052,0.16810658237337708,0.015556743906279676,0.08805725716069107,0.06267598344029787,-0.007977674890010281,0.018144623086883232,-0.0098890431330009,0.03431631627595788,0.02092474464656226,0.001147950165117817,0.0014719278022165881
Track0004,-1.2347047239905604,3.3264901512897205,3.020286584874474,-1.120273379713953,2.136451890345795,-1.6038468517958224,0.30467131522266294,0.35552742735985604,-0.32947461423302693,0.025909067808714013,0.8316412651572327,-0.19317630625299073,0.2173140745617722,0.3610758834491877,-0.033582846148574756,0.4817851839558835,-0.006542254701853104,-0.10659998480699594,-0.0349488730054978,-0.3612370132058025,0.2168897638492888,0.19031880383387023,0.18033707649121586,-0.19356680204047316,0.17364965384493766,-0.09112383721584134,-0.028320341657232653,0.04409916102310756,0.06944547941724039,0.039005567630150846,0.0027322878497181443,-0.0007314176718202703
Track0005,3.064486153035751,5.524627218996968,0.43400199246156485,-2.5590792924441184,1.5985413384796636,1.1929182882090963,-0.5004091062204501,-1.0896735868013374,-0.06540858789668949,0.7360426556307859,-1.1664959015505942,1.139855729922458,0.3260593559684612,0.8121680518347397,0.4468140166783371,0.35899377050822445,-0.24967943362677647,0.22063914548147354,0.055113921091123175,0.36351132029557,-0.08221396421494669,0.09585159666152222,-0.27389940175133975,-0.02322753256007954,-0.2312394750464302,0.07932367786366266,-0.001613827690962314,0.014943209141782784,-0.05016044841368545,-0.04033826666546373,0.006983204618938923,4.0794717415973744e-05
Track0006,6.185501917505315,-2.525747715169741,-1.9014349069125434,-1.844682320386028,-3.8547650737129393,0.7019606586848341,0.6549177473293779,-1.130926452015356,-0.23539488280136578,0.3651956088787448,1.866159216216101,-0.6774182634413359,-0.7246365638997936,0.013486481329430604,0.09276372987732187,-0.5074722364824792,-0.2919650195474868,-0.3491389390202808,0.19116046405256895,-0.0288187356565391,0.1662671002367208,0.10054736840174236,0.013387150849436286,-0.2780840314963237,0.0008033290475870644,-0.13087687043011342,-0.05635076946780371,0.044916315308649674,0.04231651223344636,0.036644165619605235,0.008902133313544523,-0.009620034227808185
Track0007,3.3000825839564167,0.718503894921217,1.0324645878000558,-1.9436741843301435,0.8795512466917536,0.3276894957049198,-0.5531953644994698,-1.0662455568483138,-0.8290037788115491,-0.1719001760928563,0.7318369835585563,-0.15799433902448867,0.1402582722815625,-0.2010048323857872,0.23747565188540434,0.19009246822654788,0.3393030008524267,0.19897998555944793,-0.1475768898081525,-0.07045969378807929,-0.3353037144822057,-0.07836305542131577,0.3298985987189993,-0.05794488382970425,-0.24549258350274653,0.0075264982179023025,-0.06900932460164566,-0.015700344443364166,0.016385419751003074,0.022768616136084968,-0.0064268408695236446,-0.005949092893266916
Track0008,5.18824065629037,-0.6644860363427078,-1.1904403032407802,-1.6340465587223771,-1.3505853627204958,0.6430924233928407,0.2406459357277274,-0.23443445158847456,-1.060601747135045,1.1573072337542143,-0.020710904049266298,0.42842565158527707,-0.015115787988690286,-0.0700888755718148,0.04494424477891363,-0.05243601646850486,-0.5924086716606357,-0.04746481163068649,0.024477782826884044,-0.004920138501777339,0.14719143351980682,0.11536512777158299,-0.06309008871149777,-0.14069713538517284,-0.04886854828362077,-0.06525813943013209,-0.06322820698891644,0.03177162545162695,0.02636941048405574,0.01125461976936738,-0.0023358930023783617,-0.0024961169971611094
Track0009,-5.746102184684294,-4.5872988800318355,2.725505208768007,-2.13069846562288,0.5783314250034791,-5.9672243061226995,1.5394841370819057,0.99501133734391,-1.3493808441477335,-1.1286567386382393,0.6493503661121665,-1.3333906889412184,-0.40869383035848966,0.6662525786445029,-0.257127671089424,0.3839662527938024,-1.0486875989523632,-0.7124617813998818,-0.2277232536615828,-0.7084051858168007,-0.4054777642613504,-0.2718002278325907,-0.43561019672166723,0.26066588902525406,0.19066327731801064,0.15847892235702465,-0.06297149295992344,0.0558312189982442,0.04721099711763114,0.020612823531648523,-0.012781164758854408,0.003101143262798772
Track0010,-0.35786405913605945,-2.2934378423929296,1.7080407533310074,1.2594331792778592,1.5226286862254834,1.123467956802383,2.4232837106311047,1.1742269020735225,-0.1998335922072813,0.2394313376308166,-0.9748641254296706,0.2767259027779935,-0.295080046422908,-0.887203633035286,0.41365875622403775,-0.32774332509759024,-0.19937363851381437,0.35529742723702484,-0.45168257727227595,0.13853742240988573,0.09283689066397764,-0.17413539712839687,0.21334014205945348,0.12378433110889434,0.17419682131907926,0.09223740767371227,-0.0015484378033861902,-0.02523383876033778,0.05127006522711132,-0.001154175351459157,-0.014037150468738475,0.003653932826866977
Track0011,-4.593706499301999,2.266062860187019,3.392344343239969,-1.3012088220695412,-0.32911972136512685,-2.893287393187286,1.3062947351533127,-0.9366460155730365,-0.09876630543743034,0.24335975198446955,-0.07395221929994994,0.22799331481474927,-0.3616005506915745,-0.9524682377409629,0.6672573969800865,0.0021877953417552996,-0.6894954918998766,0.4764229071884668,-0.13982478237983242,-0.2264773029640082,-0.04188907900657949,0.10230155372815834,-0.13599971101823996,0.03939242491406273,-0.062020296159327304,0.0018987845125249634,-0.058936664307672686,0.032136716328268464,-0.005818589112778412,0.029460227799443635,0.002631086182973117,0.0037162312767055304
